"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Australia","AUS","Life expectancy at birth, female (years)","SP.DYN.LE00.FE.IN","74","74.2","74.2","74.2","74.2","74.2","74.2","74.26","74.32","74.38","74.44","74.5","74.92","75.34","75.76","76.18","76.6","76.94","77.28","77.62","77.96","78.3","78.48","78.66","78.84","79.02","79.2","79.44","79.68","79.92","80.16","80.4","80.4","80.9","80.9","80.8","81.1","81.4","81.5","81.8","82","82.4","82.6","82.8","83","83.3","83.5","83.7","83.7","83.9","84","84.2","84.3","84.3","84.4","84.5","84.6","84.6","84.9","","",
"Australia","AUS","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.1341364316472","","","","","22.9152149241066","","","","","22.9559448399982","","","","","24.0601862004287","","","","","26.5443142431553","","","","","28.2184096915625","","","","","",
"Australia","AUS","Share of youth not in education, employment or training, female (% of female youth population)","SL.UEM.NEET.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.5799999237061","11.8500003814697","11.7399997711182","10.3999996185303","11.7700004577637","10.5","10.1999998092651","9.0600004196167","8.96000003814697","","","",
"Australia","AUS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8498496","8543878","8618147","8652034","8822050","9025880","9154521","9222567","9323674","9416630","9602702","9790082","9947265","10126698","10247722","10557897","10803049","10973609","11267088","11504024","11702117","11870765","12032034","12207656","12351106","12585539","12742051","12988277","13253656","13500080","13434177",
"Australia","AUS","Labor force with basic education (% of total working-age population with basic education)","SL.TLF.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.3600006103516","64.7600021362305","64.7799987792969","65.4400024414063","52.1399993896484","","","","","","","",
"Australia","AUS","Children in employment, work only (% of children in employment, ages 7-14)","SL.TLF.0714.WK.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.0800018310547","84.6600036621094","84.5100021362305","84.9000015258789","85.3399963378906","85.7200012207031","85.870002746582","86.370002746582","86.5899963378906","86.3399963378906","87.0400009155273","87.4400024414063","87.8399963378906","87.9599990844727","88.2399978637695","88.5699996948242","88.870002746582","88.4700012207031","88.8899993896484","89.0999984741211","89.5800018310547","89.7200012207031","90.0299987792969","90.0599975585938","90.4899978637695","90.4199981689453","90.7200012207031","90.1800003051758","90.8300018310547","",
"Australia","AUS","Contributing family workers, female (% of female employment) (modeled ILO estimate)","SL.FAM.WORK.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.27999997138977","1.39999997615814","1.45000004768372","1.44000005722046","1.3400000333786","1.33000004291534","1.30999994277954","1.10000002384186","1.22000002861023","1.16999995708466","0.720000028610229","0.579999983310699","0.550000011920929","0.529999971389771","0.449999988079071","0.409999996423721","0.349999994039536","0.319999992847443","0.310000002384186","0.319999992847443","0.280000001192093","0.270000010728836","0.25","0.270000010728836","0.270000010728836","0.259999990463257","0.230000004172325","0.230000004172325","0.200000002980232","",
"Australia","AUS","Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Child employment in agriculture (% of economically active children ages 7-14)","SL.AGR.0714.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Multidimensional poverty headcount ratio, female (% of female population)","SI.POV.MDIM.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Income share held by second 20%","SI.DST.02ND.20","","","","","","","","","","","","","","","","","","","","","","12.9","","","","12.6","","","","12.4","","","","","","12.5","","","","","","12.1","","12.1","12.2","","","","11.6","","11.8","","","","12.2","","","","","","",
"Australia","AUS","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1638.81494141","1564.16650391","1770.46618652","2249.29077148","2767.13696289","3013.08764648","3184.80761719","3799.73754883","4090.76196289","3995.34008789","4945.03808594","5861.70263672","6025.34472656","5813.98535156","5607.91796875","4860.37207031","4971.61474609","5308.78320313","5425.34033203","","",
"Australia","AUS","Incidence of tuberculosis (per 100,000 people)","SH.TBS.INCD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.3","5.9","6","5.6","6.2","6","6.5","6.2","6.5","6.8","6.5","6.3","6.6","6.2","6.5","6","6.5","6.7","6.6","6.9","",
"Australia","AUS","Prevalence of stunting, height for age, female (% of children under 5)","SH.STA.STNT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","6","6","6","5","5","5","5","5","5","5","6","6","6","6","6","6","6","","","",
"Australia","AUS","Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","98.3","","","","","","","","","","","","",
"Australia","AUS","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Adults (ages 15-49) newly infected with HIV","SH.HIV.INCD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1200","1100","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","",
"Australia","AUS","Mortality rate, under-5, male (per 1,000 live births)","SH.DYN.MORT.MA","27.6","27","26.4","25.8","25.3","24.9","24.7","24.5","24.5","24.4","24.1","23.5","22.8","21.8","20.7","19.4","18.2","17.1","16.1","15.2","14.6","14","13.6","13.3","13","12.6","12.3","11.9","11.4","10.9","10.3","9.7","9.1","8.6","8.1","7.8","7.5","7.3","7.1","7","6.8","6.7","6.6","6.5","6.4","6.3","6.1","5.9","5.7","5.5","5.2","5","4.7","4.5","4.3","4.2","4.1","4","4","3.9","",
"Australia","AUS","Number of deaths ages 15-19 years","SH.DTH.1519","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","904","836","777","734","713","715","725","738","743","728","689","646","607","579","560","547","549","545","534","519","502","495","486","473","459","449","446","445","444","443","",
"Australia","AUS","Women who believe a husband is justified in beating his wife when she argues with him (%)","SG.VAW.ARGU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.8772506713867","","","","","92.9892425537109","","","","","","","","","","","","","","91.6290664672852","92.3382720947266","","","","","",
"Australia","AUS","Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)","SE.TER.CUAT.DO.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.16462004184723","1.16015005111694","1.66365003585815","1.27470004558563","1.41483998298645","1.19965004920959","","",
"Australia","AUS","Trained teachers in lower secondary education (% of total teachers)","SE.SEC.TCAQ.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Pupil-teacher ratio, upper secondary","SE.SEC.ENRL.UP.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.0431289672852","90.2619781494141","90.7767028808594","91.4706420898438","92.020881652832","92.2415390014648","93.3515014648438","93.7417373657227","94.2782211303711","91.0779418945313","91.3697204589844","92.4486312866211","92.3775329589844","92.8246765136719","93.4726028442383","","",
"Australia","AUS","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Net intake rate in grade 1 (% of official school-age population)","SE.PRM.NINT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8681335449219","","99.9028167724609","","","100","","99.7305908203125","99.6665267944336","","",
"Australia","AUS","School enrollment, secondary (gross), gender parity index (GPI)","SE.ENR.SECO.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.00467002391815","0.997070014476776","0.996169984340668","0.995890021324158","1.03180003166199","","","","","","","","","","","","","","","","","","0.869009971618652","0.867439985275269","0.887780010700226","0.940949976444244","","",
"Australia","AUS","Coverage of social insurance programs in poorest quintile (% of population)","per_si_allsi.cov_q1_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Coverage of unemployment benefits and ALMP in poorest quintile (% of population)","per_lm_alllm.cov_q1_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Taxes less subsidies on products (constant LCU)","NY.TAX.NIND.KN","","","","","","","","","","","","","","","","46905000000","46719000000","49131000000","49022000000","50446000000","50608000000","51925000000","54209000000","50686000000","53957000000","58255000000","58737000000","57702000000","60788000000","65190000000","67053000000","65374000000","65342000000","67251000000","70393000000","76712000000","78422000000","80324000000","86507000000","90183000000","92785000000","90664000000","94470000000","99298000000","102973000000","105086000000","107490000000","110827000000","112383000000","111109000000","110898000000","112911000000","114703000000","116441000000","116810000000","117176000000","123609000000","125842000000","127472000000","126255000000","",
"Australia","AUS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1870","1970","2100","2270","2340","2530","2730","2970","3270","3470","3880","4640","5940","7210","7850","8070","8460","9580","10810","11850","12060","11570","12010","11990","12290","12530","14100","15560","17300","18190","18500","18860","18830","19250","20440","21900","21740","21430","21120","20110","19990","21120","25480","30310","34090","37300","42330","44050","46630","50320","60210","66020","65150","60500","54140","51560","53190","55100","",
"Australia","AUS","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31154.6617041205","30637.7221788398","30392.974155728","31309.9624339464","32214.5123749017","33049.16487768","33882.9075979721","34834.989874642","36051.5717033416","37450.3580687633","38462.0153634672","38679.5906526604","39739.3016267857","40423.970155755","41578.4985196528","42348.1745283311","42894.1331487911","44265.6986689819","44974.5263202105","44910.4508577523","45131.434148345","45604.7971589746","46571.4745579661","46960.050240419","47436.7483895296","47784.178476068","48347.0316629051","48633.1332207217","49304.2511133834","49611.8565605775","",
"Australia","AUS","Mineral rents (% of GDP)","NY.GDP.MINR.RT.ZS","","","","","","","","","","","1.47283542486256","1.41454544738756","1.31690641331885","1.85027428289939","2.09559750069766","1.63119175697032","1.95359081126434","2.01980886531503","1.52228477934853","1.78152668312305","1.99579405387187","1.3484795920389","1.33961935689857","1.24755677395949","1.34940794815784","1.52193040003854","1.29465101035536","1.42107426032558","2.81738932086925","1.51738896844938","1.51291732045515","1.25331462497019","1.17320724497917","0.986009885854039","1.04331139514452","0.954511223973004","0.986756105659278","0.895179061838305","1.12567165241766","1.04349480256341","1.32284157959405","1.41185065343011","1.40385163026856","1.49875145293799","1.86159498658383","3.03327418067732","4.16216788532503","6.17346160465728","6.02786826346662","4.19342857709113","6.69437122684916","7.15455291659183","5.33387878578573","5.99749647863432","5.53513244915371","3.83252471940297","4.63699430153338","5.33638489752024","4.93066302496027","","",
"Australia","AUS","Adjusted net savings, including particulate emission damage (% of GNI)","NY.ADJ.SVNG.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.17994813265721","6.06016632112981","3.44940136424789","6.10195499248024","7.93345383838564","7.1112276935149","8.02356568853874","8.54719032708805","8.23160820994596","7.11029786860118","6.46398818379897","6.33504980691404","7.56636665908561","7.40194810387327","7.66156388966249","6.14913471061308","6.20591482379482","5.08123783899811","5.32052929989979","8.74922811005323","6.87507653941684","8.03732858709298","9.54690461661438","8.95559918613054","7.32893663709731","6.6327158645355","4.51130485273201","6.05951386070694","4.42268183065241","","",
"Australia","AUS","Adjusted savings: mineral depletion (% of GNI)","NY.ADJ.DMIN.GN.ZS","","","","","","","","","","","0.440475139887099","0.397979771022038","0.378136635734761","0.571787754333193","0.655865160306901","0.447431223449992","0.52659401611296","0.560418081130461","0.444734447104677","0.565995779743851","0.662233947574936","0.404831934818783","0.397407319883701","0.381591012168745","0.40443914635088","0.434300550479216","0.415080359834384","0.532181322478456","0.582290509721337","0.498003007637435","0.531659882921376","0.410404664294595","0.374687793310731","0.321013809843051","0.424638326111499","0.369741077668273","0.372983589901636","0.33508231385072","0.353089481402765","0.343476666951359","0.480728513649723","0.44964056059628","0.47470619525378","0.533230575526986","0.786365816329753","1.37317024200966","1.95333193210772","2.87479777005554","2.69633568422696","1.68755777981725","2.29085671374718","2.70545664878564","2.04789950894806","1.94529052064046","2.03211721183083","1.38522317477718","1.9531615210188","1.74380820781843","2.13788636307711","","",
"Australia","AUS","Services, value added per worker (constant 2010 US$)","NV.SRV.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68751.5747790924","70306.6752333189","72247.97087337","73053.4400252438","73852.0760154435","74747.9566988248","77379.785405486","78582.0249088389","80893.2080939775","82513.494873825","83174.3429380819","84421.1175050414","84464.1525274783","86296.6524741328","86262.462284812","86711.8919215115","88346.7437890029","89375.1618589709","89995.5737148763","89626.7022142767","90117.8882395383","91853.7331217739","92695.3023633386","94084.754217643","93607.5983565434","95430.6546975986","96278.6332657433","97321.5175447227","100466.205850205","",
"Australia","AUS","Manufacturing, value added (constant 2010 US$)","NV.IND.MANF.KD","","","","","","","","","","","","","","","","55882466978.9648","55285652631.2552","56651573635.1158","56406328727.6045","58729170525.6468","61260004840.1862","62515720853.9625","64065575538.4565","58796690484.3604","59689195685.7465","62737683017.0898","63137370129.0149","64864949762.3067","69190883668.8514","73176113415.9104","72313875782.2234","70722112157.8382","68623560797.3616","70089597602.0733","73216470172.8427","74770981406.2135","76510978503.1768","77754277053.2816","80244754610.8887","82351066886.16","83443027597.769","85213292262.4314","87553984164.5015","90929206008.7001","92086358404.5842","91179883556.5677","90594710581.0501","92466643229.5226","96145316842.1925","91212479398.7052","91574914119.616","91342086675.7761","92170952375.846","89204730741.3262","88243153398.2675","86841532186.3515","84722802447.4088","84406933215.266","86136841122.9962","85538474592.3278","",
"Australia","AUS","External balance on goods and services (current LCU)","NE.RSB.GNFS.CN","-177000000","-460000000","233000000","-159000000","249000000","-474000000","-535000000","-274000000","-638000000","-451000000","-90000000","-111000000","379000000","1559000000","-39000000","-323000000","116000000","-606000000","-1013000000","-1243000000","708000000","-2787000000","-5781000000","-3844000000","-3048000000","-4815000000","-7993000000","-4570000000","-2140000000","-6739000000","-7783000000","-550000000","1151000000","-1423000000","-2401000000","-9732000000","-2395000000","1526000000","-5171000000","-15174000000","-14279000000","608000000","-61000000","-16868000000","-23370000000","-25282000000","-18099000000","-17866000000","-29986000000","2668000000","-13398000000","13686000000","-3729000000","-19912000000","-6835000000","-24770000000","-37790000000","10447000000","7046000000","49041000000","",
"Australia","AUS","Changes in inventories (current US$)","NE.GDI.STKB.CD","243028334.639937","561093067.532758","-272146936.947027","272146936.947027","152312688.990928","632769627.057901","94075484.3767499","452458282.002464","164632097.659312","825400380.781722","621570164.632098","657408444.394669","184579439.252336","-435618193.465727","1857037582.90346","932677864.26328","226900289.928148","1300757054.37027","-595533498.759305","1576735203.90776","1018384401.11421","496923255.543945","1710250468.93964","-2212447356.10669","1151059590.65387","1780317557.72033","618354784.55512","-1096479618.84595","486757857.974389","2732676492.14233","3991535205.8484","-1135703633.93768","-1604245174.19057","363265879.707701","989277066.758907","3256608256.60826","2561456752.65554","3558459852.87212","1927694499.08431","2997242762.25091","1291213967.21723","757217988.622947","502302218.501465","-484566103.66919","2737942808.36534","3175462336.49075","-2034291704.10302","954698908.691215","4188898836.16831","-2172728611.39744","-2793975160.75046","6302868973.67643","4838110950.71149","583769364.9328","-2035251996.69513","895249188.784425","828359295.385063","1374160947.28109","2609875203.4726","-528536690.030039","",
"Australia","AUS","Gross national expenditure (constant LCU)","NE.DAB.TOTL.KN","224657322416.612","231482736709.418","237526868974.173","250393104666.743","267804550429.444","283956287594.835","297997271122.001","313328763220.181","332341808661.432","349680541943.128","369764676171.643","384397313480.229","398050379634.519","414352646440.474","436119057831.465","455460903202.595","463198922308.385","485233186569.036","492312627065.826","514043686566.083","523414911545.623","549846984304.216","580379778605.768","572400222767.123","594031551618.642","616700276238.717","645270677942.384","653052636072.143","685283589911.966","725960175882.114","752821065087.245","737001882898.04","742740448537.399","769139612036.993","790371651936.348","836803219797.549","864341158906.868","896979134123.505","945603278736.049","999459568520.858","1042635668287.75","1046525641473.54","1090144345085.84","1149220640408.43","1224566221289.36","1284293905635.11","1332005215720.4","1403974423217.76","1487177171058.02","1499742781702.56","1544789148784.37","1611041445800.26","1694602887834.13","1719929498358.34","1736965157585.64","1753133843867.83","1774133518310.3","1815061549414.35","1877172255159.12","1903639000000","",
"Australia","AUS","Households and NPISHs Final consumption expenditure (constant LCU)","NE.CON.PRVT.KN","141708000000","144847000000","148479000000","156578000000","167603000000","175987000000","181156000000","190424000000","199874000000","210514000000","223374000000","232042000000","240410000000","251635000000","267434000000","280477000000","282596000000","297651000000","303541000000","308044000000","313545000000","323701000000","341767000000","350004000000","353674000000","356821000000","375265000000","382848000000","395009000000","413313000000","431118000000","435287000000","445447000000","453771000000","463521000000","484031000000","500509000000","515383000000","540890000000","571891000000","596241000000","615204000000","634261000000","659832000000","693081000000","724581000000","748104000000","788811000000","827590000000","832309000000","859386000000","893635000000","920203000000","936483000000","959320000000","981831000000","1008720000000","1031558000000","1060825000000","1079503000000","",
"Australia","AUS","Export value index (2000 = 100)","TX.VAL.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.15479471","94.41071294","98.49601693","87.50986372","87.80201784","100","99.24315489","101.8202485","110.1871916","135.531495","166.1132042","193.2622999","221.320618","293.182255","241.6315821","332.9151156","425.4443373","401.8684712","396.0848844","375.7215009","293.8505501","301.3986205","361.8747222","402.5300045","424.3045207","",
"Australia","AUS","Insurance and financial services (% of commercial service exports)","TX.VAL.INSF.ZS.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.00224035174453","5.74022998327902","7.44637745009801","8.94178369328802","9.44199843229203","6.66724228620841","8.09422485420812","7.54949416030475","6.84780038001927","6.84903730363847","5.90052056684006","5.5963852889978","5.18289800253308","5.02676664673026","4.5677314925071","4.58917710905997","5.14607695823191","6.72997490028512","6.63619558978781","4.01819318213032","3.05956008152566","2.59895310008892","3.70146942466307","4.6308035883331","5.94168369201156","6.34733561067523","6.40548436380703","5.39414691235552","5.72346034805217","5.8701122431172","5.88916211098731","",
"Australia","AUS","Merchandise imports by the reporting economy, residual (% of total merchandise imports)","TM.VAL.MRCH.RS.ZS","3.08114704087858","2.29873813948939","2.44507601389454","2.10452904496226","2.48089641229483","2.7430293896006","2.53625424251774","2.8732024651906","2.71258372961088","3.21856488659073","3.03349500758975","2.74361676069317","3.05148767440251","3.08704880985068","2.94677616436021","2.98644677541434","2.25265840033367","1.87884620085919","1.94995582749189","2.48693624735678","2.02704361719652","1.61929059286375","1.56599561008406","1.57526491752587","1.73493104915354","1.44590731563609","1.29899531962252","1.36833770725366","1.33814258577219","1.45554436542118","1.32263087913211","1.21453630605678","1.27167605677325","1.04625393352356","0.964073319077182","1.16799918130305","1.23244102801064","1.36236807958843","1.16631392640074","1.31813448698237","1.12841362179961","1.1326934236949","1.21285129635158","1.27915800081069","0.513433390329974","0.467519957047533","0.772269028893767","0.810015799104233","1.73810829822855","4.0443765858635","3.82546672478632","4.0923318288783","3.47619503857008","3.36605157608916","3.17064889449442","3.00729419057324","1.5560954342259","5.5770458794469","2.27979516211381","1.79193768191932","",
"Australia","AUS","Food imports (% of merchandise imports)","TM.VAL.FOOD.ZS.UN","","","","6.42356313777626","5.92702599523743","5.71227115157313","5.65764012120217","5.70567963868086","5.55501883240323","5.68169593902625","5.59045637688376","5.59286780436645","6.13380591224198","5.70764897420087","5.71464089750214","5.04050076185738","5.32571340064367","6.57102139779839","5.86700785118628","5.4553361429617","5.20443091547287","4.56125598097074","4.57145778833745","5.70876057059668","5.55415402010504","5.26009437720321","5.33910383151579","5.46689354755344","5.2194981310277","4.80060124086042","5.02975779718474","5.21988857452739","5.04326421093316","4.98707923344647","4.99933415639271","4.95654793299687","4.85290173072787","4.91017735786183","4.73775638168852","4.80438445813991","4.5542072874505","4.94222006021166","4.86917660836693","5.13440054748237","4.80423147775813","4.74464612990827","4.77072459573134","5.03584941529851","4.80642381312756","5.59123715278149","5.30683569392407","5.1421956675857","5.05458499786032","5.68920966555923","6.19615515467963","6.5625588959583","7.10054991552731","6.47460614196318","6.51964350237477","7.15905197722079","",
"Australia","AUS","Share of tariff lines with international peaks, all products (%)","TM.TAX.MRCH.IP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.33644","","11.99313","","","12.43509","12.68009","12.73222","12.60721","6.734685","6.601477","5.785718","5.924733","6.246978","5.971115","5.330179","5.400301","5.520917","5.472489","0.1926712","0.0482096","0.0461435","0.0471726","0.0518258","0.0457845","0.0483132","0.0467364","0.0481388","0.046141","",
"Australia","AUS","International tourism, receipts for travel items (current US$)","ST.INT.TVLR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8130000000","9519000000","9456000000","8130000000","9258000000","9375000000","9222000000","10044000000","12620000000","15212000000","16750000000","17538000000","21774000000","23986000000","24566000000","28472000000","31582000000","31557000000","30617000000","33569000000","34269000000","37019000000","41747000000","45098000000","45729000000","",
"Australia","AUS","Completeness of birth registration, urban (%)","SP.REG.BRTH.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Population ages 80 and above, male (% of male population)","SP.POP.80UP.MA.5Y","0.948038692015256","0.983503230309871","1.00448485306977","1.01334227283058","1.01139578899728","0.996397633920018","1.03704722190839","1.05938338086056","1.05916964199949","1.03324093031889","0.981068252886463","1.0136273097967","1.03071883521177","1.0334300596055","1.02111481349302","0.991684598947651","1.02819042240844","1.05025700977673","1.05891337180991","1.05532628114748","1.03948772972","1.09423643630165","1.13544543018242","1.16250266438462","1.17726112465835","1.18158986010649","1.2468662805811","1.30098758552367","1.34454258625882","1.37874136179697","1.40416126015558","1.50207631857263","1.58914833793679","1.66014784518193","1.7103178201802","1.73948579806851","1.8163104566314","1.86448723897506","1.88924800763957","1.90408206226577","1.92195233378343","2.04573903302778","2.17113421316542","2.29214883207877","2.40217763132889","2.49860254184951","2.62328680040213","2.72808561939378","2.81043100889756","2.86739392504123","2.90097669795725","2.97498702760834","3.03416360071819","3.08786011441421","3.14104895477566","3.1949489134705","3.27887802323865","3.34830110191069","3.40801882417612","3.46425962993029","",
"Australia","AUS","Population ages 55-59, male (% of male population)","SP.POP.5559.MA.5Y","4.4769310327089","4.50099391960645","4.53847975611224","4.58767117923411","4.64445292657852","4.70383345629227","4.70593822257067","4.72207894715297","4.74146759207251","4.74176207314988","4.7101076709379","4.65769952092766","4.56856517350923","4.48124342171834","4.44260424582676","4.47020903833326","4.51423710569635","4.61654254813524","4.74796749337784","4.86325648104589","4.93476412184691","4.97433844493405","4.97833812017117","4.95190390065908","4.90312180189174","4.83634319741893","4.72478343268711","4.59783907618959","4.47029493553798","4.36651618181079","4.30415644648314","4.29224542942537","4.31581941669258","4.36218850683032","4.41915768273139","4.48350336206893","4.5678386691092","4.65007126110751","4.73805320685078","4.86016015003017","5.04102794054685","5.2675005231268","5.55680321707975","5.85883830904207","6.10013422166507","6.23917274052442","6.24559384202924","6.1578318093143","6.01985246852426","5.89787719997099","5.83158503929645","5.82246915872687","5.85374650002871","5.90388113702794","5.94895918691543","5.9790085913585","6.01696230752784","6.05266798882228","6.07657289795437","6.07561234041607","",
"Australia","AUS","Population ages 15-64 (% of total population)","SP.POP.1564.TO.ZS","61.2080988268394","61.115332356804","61.1937312988864","61.380892042528","61.5863661688242","61.7606166958141","61.9490308850379","62.1235400502486","62.2667008630941","62.4100832203245","62.6003417172189","62.7780979446768","62.9604752158516","63.1574754645582","63.3929339233858","63.6807928506251","63.8265549184323","64.1214207679122","64.4863878839539","64.8199542080067","65.0755651491716","65.4397982086374","65.6572561761455","65.79074161739","65.9384461011442","66.1366310038718","66.2149227281648","66.3971479502654","66.6186063855684","66.7826274146764","66.8518331046956","66.8603265763931","66.7811312989476","66.6625992255388","66.5822046305063","66.5725934323396","66.5557185148151","66.5981969862319","66.6763867109205","66.7481948496784","66.7939029976204","66.9279058272004","67.048065888962","67.1532028418431","67.2454377841379","67.3141218343844","67.4830971753657","67.6174574294628","67.6837386642461","67.6715177718794","67.5911079551186","67.3338287632519","67.0838407422162","66.8267948368588","66.5514444053048","66.2580494091257","65.9065730162399","65.5309417025767","65.1529077338752","64.8033515429272","",
