"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Australia","AUS","Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)","SL.EMP.1524.SP.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.9799995422363","56.9799995422363","57.3400001525879","60.1800003051758","62.2700004577637","61.9000015258789","60.5099983215332","61.2000007629395","61.9900016784668","62.5299987792969","61.5699996948242","61.6300010681152","62.2599983215332","62.689998626709","64.1699981689453","64.4700012207031","65","65.4899978637695","61.6300010681152","61.4199981689453","60.6800003051758","59.7799987792969","58.6199989318848","57.5","58.2099990844727","57.8600006103516","57.9799995422363","58.9799995422363","58.9000015258789","",
"Australia","AUS","Poverty gap at $5.50 a day (2011 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","1","","","","1.1","","","","0.9","","","","","","1","","","","","","0.9","","1.1","0.7","","","","0.5","","0.5","","","","0.6","","","","","","",
"Australia","AUS","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","7.7","","","","7.5","","","","7.3","","","","","","7.6","","","","","","7.4","","7.4","7.7","","","","7.2","","7.3","","","","7.4","","","","","","",
"Australia","AUS","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.93101501","15.86472416","16.64996147","16.75451469","17.21108055","17.15533638","17.32191086","17.81624222","17.36448097","17.03697205","17.14059448","17.60118103","17.13276291","16.53622627","16.61483383","17.23213387","17.49133492","17.66068268","17.9436779","","",
"Australia","AUS","Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line)","SH.UHC.NOP2.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","",
"Australia","AUS","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)","SH.STA.WASH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","","","","",
"Australia","AUS","Prevalence of overweight, weight for height, female (% of children under 5)","SH.STA.OWGH.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Low-birthweight babies (% of births)","SH.STA.BRTW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.28821039999999","6.33646729999999","6.3600602","6.363595","6.35168599999999","6.3289375","6.2999625","6.26937009999999","6.2417698","6.2217617","6.21396969999999","6.22299049999999","6.2534447","6.3099384","6.3970699","6.5194602","","","","","",
"Australia","AUS","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.4","","","20.4","","19.3","","18.2","","17.1","","16.2","","",
"Australia","AUS","Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV)","SH.HIV.PMTC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100","100","",
"Australia","AUS","People using at least basic drinking water services, urban (% of urban population)","SH.H2O.BASW.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.835","99.835","99.835","99.845","99.855","99.865","99.875","99.885","99.895","99.905","99.915","99.925","99.935","99.945","99.955","99.965","99.965","99.965","","","",
"Australia","AUS","Number of neonatal deaths","SH.DTH.NMRT","","","","","","","","","","3160","3153","3112","3027","2896","2716","2495","2262","2043","1857","1710","1603","1529","1477","1438","1406","1373","1338","1300","1259","1217","1176","1133","1087","1039","993","954","924","902","888","878","870","865","863","864","867","871","872","870","861","846","825","800","777","759","746","739","735","734","732","726","",
"Australia","AUS","Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)","SH.ALC.PCAP.LI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.72","","","","","12.08","","","","","12.39","","","","","10.83","","","10.51","","",
"Australia","AUS","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.2497301101685","13.3509197235107","13.5917196273804","14.0653095245361","13.2040195465088","15.0169200897217","14.2970199584961","14.7700595855713","14.2461204528809","","","","13.3601598739624","","","","","13.585129737854","13.1781997680664","13.0302696228027","12.5997200012207","13.421669960022","14.3240003585815","13.4849996566772","13.1744003295898","14.0413904190063","13.8837900161743","14.079719543457","13.7710695266724","13.6134099960327","","","",
"Australia","AUS","Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","SE.TER.CUAT.ST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.8230991363525","31.690990447998","33.0125503540039","33.7405891418457","35.8187408447266","36.8034706115723","37.4880905151367","38.3591003417969","41.2800216674805","37.2055892944336","34.6323204040527","40.472038269043","41.3899192810059","42.6143493652344","43.2722282409668","","",
"Australia","AUS","Secondary education, teachers, female","SE.SEC.TCHR.FE","","","","","","","","","","","","27326","","30574","32083","34463","35895","37311","37765","38370","38604","38988","","","49700","50960","47826","49192","49854","49446","51743","51803","52710","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.33589","88.38325","88.29162","89.69534","","","","","","","","","","","","","","","","","","","93.62816","93.15336","92.69355","","","",
"Australia","AUS","Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)","SE.SEC.CUAT.UP.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.7322463989258","69.8715667724609","70.9326705932617","72.2538223266602","73.0506820678711","73.4931106567383","74.991081237793","75.5101013183594","77.9878311157227","73.9877014160156","72.6707305908203","77.8212203979492","78.3060302734375","79.0385437011719","79.8077621459961","","",
"Australia","AUS","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","24653","","32417","36670","18435","12017","","","","","","7160","15799","28182","25412","19271","14511","9345","8656","12488","17077","19042","22514","24803","41741","37225","39559","37164","37900","36303","","","8347","5679","","","","","","","17865","15723","","","","","3169","5119","","",
"Australia","AUS","Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","School enrollment, primary, male (% gross)","SE.PRM.ENRR.MA","","","","","","","","","","","","111.387908935547","110.751541137695","110.020660400391","105.205436706543","108.475273132324","109.608932495117","111.678497314453","112.833442687988","112.437561035156","111.668502807617","110.407539367676","109.235748291016","107.95166015625","107.231971740723","105.273292541504","105.710121154785","106.034172058105","106.534248352051","106.73885345459","106.518447875977","106.302978515625","106.171432495117","106.106979370117","106.034767150879","101.505958557129","101.637138366699","101.032669067383","100.455268859863","99.8291625976563","99.6535110473633","99.471809387207","100.422073364258","100.579620361328","101.287872314453","101.960876464844","102.672889709473","104.728523254395","104.815338134766","105.18318939209","105.710029602051","105.830772399902","106.189468383789","106.144462585449","105.58519744873","101.585601806641","100.75520324707","100.343757629395","100.213722229004","","",
"Australia","AUS","Trained teachers in preprimary education, female (% of female teachers)","SE.PRE.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Literacy rate, youth (ages 15-24), gender parity index (GPI)","SE.ADT.1524.LT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Coverage of social safety net programs (% of population)","per_sa_allsa.cov_pop_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.365519","1.348412","1.32855","1.312794","1.301014","1.310865","1.312182","1.308112","1.3003","1.29695","1.311473","1.326806","1.33649","1.353924","1.366397","1.388356","1.404001","1.427582","1.479073","1.441497","1.502766","1.511052","1.540115","1.447123","1.452489","1.473691","1.450156","1.472981","1.439831","1.442175","",
"Australia","AUS","Gross savings (current US$)","NY.GNS.ICTR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76573397772.7421","75572417379.7971","67368087745.8277","59157884188.6237","62927444171.3549","70063556938.5481","75925153860.2142","83874039453.6255","95028819748.8191","86430855210.4212","80380685835.8765","88201201396.5412","78798852970.1587","86213779627.4616","98596844615.2368","132235253288.057","145896753909.387","162845645729.784","182959423104.795","231802304346.976","222778048233.519","249820046833.651","325431043883.731","375844182029.675","378144580838.29","346232819482.76","306026322896.248","249826808713.689","290221727011.024","310860485469.36","313752477642.553","",
"Australia","AUS","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","20091589024.6531","21534103745.7745","23475985936.7414","25820201796.2751","27277805034.477","29901424956.6266","32731207088.3754","36442407339.1299","40863400469.7659","44845749633.2039","51129305042.9592","62119678631.7095","81487775937.6125","100155353727.675","110229197508.476","114520161463.003","121418516721.798","139050105103.335","158834039411.225","176830559298.229","183062430514.971","177828824036.507","186678246641.463","188952960474.157","196786131392.572","203821463400.082","233103000380.493","261631221914.785","295181914979.951","314397192224.485","323676659139.258","333249498966.476","336135780489.049","347888209604.711","374285701263.289","405483662800.444","406836477444.148","405524703059.732","404481667992.145","390486249106.882","392786365258.733","420106635853.72","512803326666.15","618102879861.315","705507832364.846","776910152645.548","899523264908.102","955475482536.964","1027320248465.02","1124159547094.07","1368690082993.51","1526863400178.01","1529421095384.19","1440831947977.33","1309758706101.23","1268539634472.79","1328936835420.24","1397555434163.32","",
"Australia","AUS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","295755679708.594","307387504709.243","317975988860.035","337750629573.261","357997684882.715","377282939127.98","402077608136.676","424498055212.398","452277935860.955","478153359805.698","504134663847.445","531400973465.601","564353642750.787","591584165728.652","630152876506.608","664362022420.762","709707471718.325","761142267134.217","795980320105.904","874191899115.988","865877322217.83","937507114248.881","973601321979.203","1061628486313.88","1100545339758.17","1102402742501.65","1145196792620.93","1196465534857.54","1283872898972.17","1353982699741.71","",
"Australia","AUS","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","6.18756667636505","6.38689717925387","6.38206898038525","6.49646320959923","6.70986225477175","6.90987534237583","7.09558405679265","7.44085314033501","7.60829303157884","7.97001679001274","8.37913118612081","8.81367196979469","9.35916128584323","10.199867957566","11.870759352812","13.8283173561813","15.7668519904149","17.5671425645827","19.0139198732877","20.6556897335542","22.7246831537716","24.8892073478963","27.8036106981538","30.6278517741314","33.0361732301995","34.5651716615401","36.7963531680721","39.3926817935521","42.2311697218698","46.14063543555","48.9526679361601","50.4412092211571","51.1991186586936","51.6564785980658","52.1828955815509","53.3624584190667","54.8010187441444","55.4768408159514","56.1830309376051","56.3836306439001","57.838160331514","60.5107660460817","62.2415962832611","64.1795386053995","66.304613159753","68.82225482047","72.3269276135518","75.9517445387925","79.3889686088978","83.3598488582007","84.3328930500484","89.606026775125","91.269586685406","91.1562304937354","92.5049535661046","91.9964913830497","91.506149765327","94.9236757783907","96.7135717933049","100","",
"Australia","AUS","Adjusted savings: net national savings (current US$)","NY.ADJ.NNAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27153854862.9047","22857567887.2493","11517484534.0458","3041956027.75323","8822412328.58015","15216158193.7902","15019044422.3616","19234156903.5008","23707133850.0268","20590154406.5715","16610189448.4333","18520998334.7796","15869027286.4218","21124991320.1113","22798948003.6957","31851136376.2554","31887360558.4738","40376206756.1601","44054192462.1308","59021294759.6339","68457228593.4528","66200448091.8746","104635885192.176","123612149669.077","113506351265.361","87024269748.7402","59810128394.4937","36863540779.5073","59008411191.9196","53724841957.8637","","",
"Australia","AUS","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","2031765056.64688","2223505213.14593","2576679533.23131","3175923370.99552","4408588141.04643","4849945563.56685","5225485241.74968","5449695895.67104","5961236183.17166","6651823242.07655","7408523676.8802","8800824335.3071","9502261944.1686","8782498830.1357","9735263539.21389","8884751093.0429","8760566592.05373","8723239809.42295","10636596332.9453","13095326113.5087","13191061177.3759","13731342908.7199","14047039144.8127","15758170320.4047","16375593220.339","17354950371.4306","20078194233.6874","20440774412.858","18335462654.9549","18025398718.5111","19476126420.9006","17814060856.4989","18650886877.3545","22086617542.2248","29072082316.119","32714664712.0734","34344041778.9758","37981250058.8835","46501593554.1627","42972758062.1411","55961974456.0909","65018498471.8523","75705946586.9253","76154230618.1443","69447649652.6762","66300211021.7956","59098685490.476","64793485089.3424","69558160818.4588","","",
"Australia","AUS","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","","","","","","","","","","","","","","","","-0.608117808725652","3.8763529059765","0.294006635013773","3.97528076534526","3.44134567760118","2.28266774707475","2.09578682030951","-4.28276664785503","3.18559939567457","6.84587845619613","2.95629068241988","0.98689282960747","8.37090435663102","5.36089049070374","2.19600777048919","0.227967695461629","-0.507122372764528","1.78811923027149","3.56158998633376","3.37227355015872","3.68311637380098","1.15475133246466","3.57216239564781","1.9675000947714","2.36843157311822","3.5283069166844","1.93188202844301","2.18713250315774","-0.0829380606484165","1.13667611867119","0.409344105505014","3.81927413858953","3.04645212700667","-0.964132741500208","2.76288381797924","0.697722425727278","2.70911288313791","1.54884015970156","2.70107265936763","2.36772620826567","1.77243481639803","-0.233823396597202","2.78866978853185","2.55835183166309","",
